ano;ente;centil;n_contribuintes;rendimentos_tributaveis_milhoes;imposto_devido_milhoes;bens_milhoes;rendimentos_isentos_milhoes
2013;BRASIL;84;270244;19045,97;1343,32;26954,55;2090,07
2013;BRASIL;85;270243;19814,31;1501,98;29048,34;2853,75
2013;BRASIL;86;270243;20692,10;1691,15;30236,06;2264,08
2013;BRASIL;87;270243;21652,15;1913,95;31406,84;3964,40
2013;BRASIL;88;270243;22738,99;2178,12;34643,97;2736,73
2013;BRASIL;89;270244;23990,80;2476,20;35673,38;2658,91
2013;BRASIL;90;270243;25362,16;2802,83;37932,67;2860,01
2013;BRASIL;91;270243;26934,67;3178,56;40936,02;2967,68
2013;BRASIL;92;270243;28760,35;3635,36;46060,57;3020,59
2013;BRASIL;93;270243;30937,68;4165,68;48437,19;3407,95
2013;BRASIL;94;270243;33601,03;4806,87;57912,92;4088,14
2013;BRASIL;95;270244;36986,61;5610,18;62251,43;4131,16
2013;BRASIL;96;270243;41207,51;6606,22;69978,46;4603,39
2013;BRASIL;97;270243;47007,05;8016,08;81521,24;5414,87
2013;BRASIL;98;270243;55695,62;10106,36;96284,55;6715,47
2013;BRASIL;99;270243;69764,00;13400,28;124908,16;8335,62
2013;BRASIL;100;270243;134287,49;28455,84;261035,92;29626,86
2014;BRASIL;1;280203;0,00;0,00;21057,35;2929,76
2014;BRASIL;2;280203;0,00;0,00;21388,30;2865,86
2014;BRASIL;3;280203;0,00;0,00;21430,31;2603,42
2014;BRASIL;4;280203;0,00;0,00;21579,32;3025,24
2014;BRASIL;5;280203;0,00;0,00;21461,36;2856,85
2014;BRASIL;6;280203;0,00;0,00;22334,40;3019,13
2014;BRASIL;7;280202;239,42;0,00;24066,62;2419,98
2014;BRASIL;8;280203;1299,20;0,04;20567,53;2122,41
2014;BRASIL;9;280203;2117,01;0,07;19936,19;2982,19
2014;BRASIL;10;280203;2428,50;0,01;22488,53;8980,04
2014;BRASIL;11;280203;2434,40;0,00;19120,99;7810,04
2014;BRASIL;12;280203;2662,43;0,07;18522,44;3129,52
2014;BRASIL;13;280202;3173,16;0,11;18903,95;3000,31
2014;BRASIL;14;280203;3566,47;0,14;18657,45;2514,83
2014;BRASIL;15;280203;4026,98;0,13;17413,75;2052,26
2014;BRASIL;16;280203;4422,46;0,16;18289,30;1880,32
2014;BRASIL;17;280203;4789,29;0,13;21186,31;4999,96
2014;BRASIL;18;280203;5021,72;0,11;16843,85;2496,19
2014;BRASIL;19;280202;5292,85;0,19;16072,95;1638,12
2014;BRASIL;20;280203;5579,82;0,17;16172,70;1464,07
2014;BRASIL;21;280203;5799,50;0,12;15797,56;1571,87
2014;BRASIL;22;280203;5982,30;0,09;15029,60;1139,99
2014;BRASIL;23;280203;6143,38;0,26;14421,77;1283,72
2014;BRASIL;24;280203;6352,65;0,38;15519,84;1207,36
2014;BRASIL;25;280202;6542,07;0,33;14165,35;1087,52
2014;BRASIL;26;280203;6703,56;0,28;14226,54;1554,74
2014;BRASIL;27;280203;6766,31;0,33;13627,39;1244,28
2014;BRASIL;28;280203;6920,09;0,39;13312,97;925,66
2014;BRASIL;29;280203;7051,14;0,33;13123,87;878,01
2014;BRASIL;30;280203;7169,08;0,36;13463,30;831,91
2014;BRASIL;31;280203;7272,81;0,26;14679,76;1771,78
2014;BRASIL;32;280202;7350,98;0,27;13693,54;819,89
2014;BRASIL;33;280203;7406,04;0,17;12641,63;597,54
2014;BRASIL;34;280203;7451,84;0,18;15071,58;840,77
2014;BRASIL;35;280203;7486,19;0,09;15491,28;939,20
2014;BRASIL;36;280203;7507,19;0,05;13528,30;622,71
2014;BRASIL;37;280203;7522,73;0,68;12133,52;550,01
2014;BRASIL;38;280202;7613,78;4,86;10603,89;668,06
2014;BRASIL;39;280203;7732,79;9,76;11146,88;633,80
2014;BRASIL;40;280203;7853,01;14,59;11811,82;810,40
2014;BRASIL;41;280203;7980,83;19,61;12103,92;766,72
2014;BRASIL;42;280203;8111,42;24,90;13327,14;854,54
2014;BRASIL;43;280203;8247,87;30,55;11943,81;959,96
2014;BRASIL;44;280202;8383,14;37,32;14257,03;1289,96
2014;BRASIL;45;280203;8508,44;41,68;12453,96;860,37
2014;BRASIL;46;280203;8658,06;47,70;12119,12;772,38
2014;BRASIL;47;280203;8809,61;54,92;12436,62;827,43
2014;BRASIL;48;280203;8965,97;61,88;12640,33;864,85
2014;BRASIL;49;280203;9125,51;69,69;13542,74;1057,62
2014;BRASIL;50;280202;9290,55;76,99;12652,34;872,18
2014;BRASIL;51;280203;9459,97;85,46;13900,87;940,07
2014;BRASIL;52;280203;9635,99;93,52;13345,60;1071,76
2014;BRASIL;53;280203;9808,75;103,35;14033,28;1137,84
2014;BRASIL;54;280203;9987,15;111,66;13037,64;974,70
2014;BRASIL;55;280203;10148,76;122,78;15733,13;1558,34
2014;BRASIL;56;280203;10337,59;130,60;13608,48;831,11
2014;BRASIL;57;280202;10537,85;140,04;13560,94;921,80
2014;BRASIL;58;280203;10743,77;151,62;15106,74;1234,02
2014;BRASIL;59;280203;10953,67;161,93;13952,09;945,46
2014;BRASIL;60;280203;11172,25;173,75;15748,75;1048,53
2014;BRASIL;61;280203;11392,97;189,13;15484,56;1172,46
2014;BRASIL;62;280203;11628,38;210,38;15811,59;1211,49
2014;BRASIL;63;280202;11859,86;232,37;17005,50;1176,46
2014;BRASIL;64;280203;12111,80;255,09;16353,50;1470,12
2014;BRASIL;65;280203;12376,12;278,91;17340,05;1416,75
2014;BRASIL;66;280203;12652,71;304,53;17244,24;1273,37
2014;BRASIL;67;280203;12946,93;331,68;17591,38;1222,10
2014;BRASIL;68;280203;13257,90;362,00;18385,81;1485,85
2014;BRASIL;69;280202;13567,25;395,22;19714,92;2243,17
2014;BRASIL;70;280203;13900,55;426,77;20198,04;1988,57
2014;BRASIL;71;280203;14245,41;463,20;20244,18;1636,03
2014;BRASIL;72;280203;14606,39;501,71;28554,50;4750,06
2014;BRASIL;73;280203;14924,87;534,04;26474,27;4111,33
2014;BRASIL;74;280203;15311,63;582,29;22296,85;2022,40
2014;BRASIL;75;280202;15724,22;640,93;21771,35;1799,14
2014;BRASIL;76;280203;16170,02;705,40;22458,40;2002,25
2014;BRASIL;77;280203;16641,17;775,12;27546,13;2919,93
2014;BRASIL;78;280203;17109,34;845,27;24768,82;2381,75
2014;BRASIL;79;280203;17644,44;935,93;24987,75;2276,73
2014;BRASIL;80;280203;18235,66;1030,33;27675,58;2294,50
2014;BRASIL;81;280203;18880,98;1136,08;27667,77;2226,70
2014;BRASIL;82;280202;19580,33;1267,64;29198,26;2498,69
2014;BRASIL;83;280203;20315,63;1411,71;29415,34;2344,72
2014;BRASIL;84;280203;21111,39;1572,49;30775,74;2456,28
2014;BRASIL;85;280203;21986,10;1740,21;34500,48;2590,14
2014;BRASIL;86;280203;22949,10;1967,50;33187,30;2646,90
2014;BRASIL;87;280203;24011,99;2224,88;35876,67;2762,03
2014;BRASIL;88;280202;25204,19;2506,15;37237,47;2937,26
2014;BRASIL;89;280203;26574,37;2842,02;40331,09;3335,24
2014;BRASIL;90;280203;28077,12;3197,46;44039,91;3048,15
2014;BRASIL;91;280203;29827,75;3627,78;45247,46;2871,52
2014;BRASIL;92;280203;31824,59;4112,86;51001,28;3105,34
2014;BRASIL;93;280203;34162,31;4688,36;55706,58;3859,33
2014;BRASIL;94;280202;37083,52;5401,73;61901,78;4411,45
2014;BRASIL;95;280203;40756,34;6251,78;70295,64;4492,38
2014;BRASIL;96;280203;45435,86;7385,03;77240,85;5057,80
2014;BRASIL;97;280203;51858,36;8926,06;90465,85;6218,18
2014;BRASIL;98;280203;61312,07;11191,40;105918,50;7396,59
2014;BRASIL;99;280203;76490,76;14753,47;137021,84;9534,27
2014;BRASIL;100;280202;147728,16;31387,29;273040,35;37321,61
2015;BRASIL;1;282847;0,00;0,00;23577,91;2866,28
2015;BRASIL;2;282846;0,00;0,00;22023,92;2794,54
2015;BRASIL;3;282847;0,00;0,00;22064,55;2687,32
2015;BRASIL;4;282846;0,00;0,00;22869,10;2851,61
2015;BRASIL;5;282846;0,00;0,00;22319,93;2675,46
2015;BRASIL;6;282847;0,00;0,00;22286,84;3028,90
2015;BRASIL;7;282846;0,00;0,00;21509,13;2864,34
2015;BRASIL;8;282846;222,67;0,00;25838,22;2910,75
2015;BRASIL;9;282847;1251,31;0,04;24361,14;2404,11
2015;BRASIL;10;282846;2086,80;0,12;21947,72;2241,87
2015;BRASIL;11;282846;2617,84;0,05;25676,13;7180,31
2015;BRASIL;12;282847;2674,60;0,00;19889,90;6804,67
2015;BRASIL;13;282846;2684,16;0,03;20431,27;5974,69
2015;BRASIL;14;282846;3005,45;0,13;21133,03;2875,94
2015;BRASIL;15;282847;3453,93;0,14;20676,82;3355,09
2015;BRASIL;16;282846;3917,30;0,18;20793,16;2498,75
2015;BRASIL;17;282846;4353,76;0,19;20300,22;2143,17
2015;BRASIL;18;282847;4783,22;0,18;20897,95;1869,48
2015;BRASIL;19;282846;5126,01;0,18;19599,05;2317,07
2015;BRASIL;20;282846;5374,35;0,14;24292,57;4850,12
2015;BRASIL;21;282847;5664,56;0,24;18962,68;1842,08
2015;BRASIL;22;282846;5964,97;0,22;19676,66;1605,86
2015;BRASIL;23;282847;6196,78;0,14;17339,81;1356,56
2015;BRASIL;24;282846;6403,23;0,23;17397,50;1309,87
2015;BRASIL;25;282846;6638,02;0,40;16837,01;1341,48
2015;BRASIL;26;282847;6792,03;0,27;16796,75;1840,48
2015;BRASIL;27;282846;6949,02;0,50;16124,00;1061,03
2015;BRASIL;28;282846;7134,95;0,43;14916,06;1036,86
2015;BRASIL;29;282847;7311,44;0,48;15072,59;980,25
2015;BRASIL;30;282846;7462,22;0,44;15517,95;843,55
2015;BRASIL;31;282846;7602,75;0,43;14967,27;766,35
2015;BRASIL;32;282847;7731,49;0,37;16121,24;1023,33
2015;BRASIL;33;282846;7812,37;0,33;15313,53;644,47
2015;BRASIL;34;282846;7893,94;0,28;16598,60;677,84
2015;BRASIL;35;282847;7928,97;0,12;16048,42;606,15
2015;BRASIL;36;282846;7950,13;0,11;14433,44;438,60
2015;BRASIL;37;282846;8011,46;3,23;15512,69;1944,89
2015;BRASIL;38;282847;8129,29;8,00;12627,21;747,38
2015;BRASIL;39;282846;8258,91;13,08;12487,01;628,53
2015;BRASIL;40;282846;8398,21;18,67;12850,68;707,89
2015;BRASIL;41;282847;8517,87;24,36;15249,05;1207,56
2015;BRASIL;42;282846;8656,23;29,10;12914,63;840,50
2015;BRASIL;43;282847;8800,89;35,19;13436,38;863,90
2015;BRASIL;44;282846;8951,73;41,64;13360,30;825,00
2015;BRASIL;45;282846;9107,03;48,51;13296,23;772,93
2015;BRASIL;46;282847;9265,80;55,58;13705,02;886,83
2015;BRASIL;47;282846;9428,30;63,23;14488,45;1056,44
2015;BRASIL;48;282846;9594,26;70,41;13665,61;819,19
2015;BRASIL;49;282847;9768,76;78,55;13946,33;944,75
2015;BRASIL;50;282846;9943,00;87,68;13696,05;865,59
2015;BRASIL;51;282846;10119,49;98,13;18195,05;1495,80
2015;BRASIL;52;282847;10275,59;104,30;14059,51;917,79
2015;BRASIL;53;282846;10463,81;113,47;14576,83;1069,90
2015;BRASIL;54;282846;10656,24;123,82;15769,27;1297,52
2015;BRASIL;55;282847;10852,81;133,11;14863,31;945,06
2015;BRASIL;56;282846;11059,61;144,62;15254,74;1060,12
2015;BRASIL;57;282846;11273,24;155,69;15741,62;945,68
2015;BRASIL;58;282847;11495,29;167,46;15877,42;1044,81
2015;BRASIL;59;282846;11729,58;179,80;15900,91;1118,68
2015;BRASIL;60;282846;11959,94;198,12;17903,87;1433,99
2015;BRASIL;61;282847;12208,53;219,61;17516,50;1107,01
2015;BRASIL;62;282846;12467,41;241,52;17654,66;1188,15
2015;BRASIL;63;282847;12737,11;267,07;19088,90;1515,04
2015;BRASIL;64;282846;13011,70;292,26;17695,05;1092,40
2015;BRASIL;65;282846;13299,90;321,03;18419,38;1292,20
2015;BRASIL;66;282847;13584,63;349,93;19801,39;1673,01
2015;BRASIL;67;282846;13877,83;375,46;19600,11;1292,06
2015;BRASIL;68;282846;14209,26;410,94;20706,83;1644,58
2015;BRASIL;69;282847;14560,27;444,85;22006,32;1591,97
2015;BRASIL;70;282846;14921,74;479,96;21381,36;1789,12
2015;BRASIL;71;282846;15290,10;522,00;22146,22;1827,14
2015;BRASIL;72;282847;15675,36;562,19;33433,39;5787,29
2015;BRASIL;73;282846;16025,65;609,21;26646,01;3653,60
2015;BRASIL;74;282846;16455,00;670,96;23642,84;1889,82
2015;BRASIL;75;282847;16904,58;735,40;26832,87;2913,12
2015;BRASIL;76;282846;17363,26;802,64;24823,59;2033,09
2015;BRASIL;77;282846;17869,08;884,69;26055,43;1979,83
2015;BRASIL;78;282847;18407,76;963,81;26907,24;2336,73
2015;BRASIL;79;282846;18977,97;1058,01;27091,33;2141,14
2015;BRASIL;80;282846;19606,83;1166,90;28844,02;2284,37
2015;BRASIL;81;282847;20292,95;1291,57;30039,07;2470,06
2015;BRASIL;82;282846;21026,57;1438,17;31045,39;2427,93
2015;BRASIL;83;282847;21840,86;1595,63;32705,18;2397,14
2015;BRASIL;84;282846;22724,14;1779,65;33365,47;2280,90
2015;BRASIL;85;282846;23675,76;1965,39;35063,97;2649,74
2015;BRASIL;86;282847;24724,38;2225,22;36805,07;2477,49
2015;BRASIL;87;282846;25884,88;2496,43;40423,60;2878,68
2015;BRASIL;88;282846;27183,91;2813,87;40937,64;2937,90
2015;BRASIL;89;282847;28641,18;3172,44;43351,95;2977,91
2015;BRASIL;90;282846;30281,28;3583,01;45977,38;3091,38
2015;BRASIL;91;282846;32139,17;4033,34;49695,89;2951,32
2015;BRASIL;92;282847;34301,93;4549,33;53595,44;3504,27
2015;BRASIL;93;282846;36837,82;5185,05;59082,23;3536,58
2015;BRASIL;94;282846;39984,74;5944,13;65079,08;4024,99
2015;BRASIL;95;282847;43952,49;6888,75;73038,43;4882,17
2015;BRASIL;96;282846;48958,07;8068,79;82834,69;4876,10
2015;BRASIL;97;282846;55728,21;9706,98;95837,64;6055,43
2015;BRASIL;98;282847;65769,56;12096,72;113908,51;7087,89
2015;BRASIL;99;282846;82163,13;15975,95;145098,30;10383,30
2015;BRASIL;100;282846;160405,82;34352,27;292874,74;35812,80
2016;BRASIL;1;289165;0,00;0,00;25106,95;3240,60
2016;BRASIL;2;289165;0,00;0,00;24655,31;2841,78
2016;BRASIL;3;289164;0,00;0,00;24493,82;3442,20
2016;BRASIL;4;289165;0,00;0,00;24873,53;2931,93
2016;BRASIL;5;289165;0,00;0,00;26773,74;2914,65
2016;BRASIL;6;289164;0,00;0,00;24608,92;3278,01
2016;BRASIL;7;289165;0,00;0,00;24700,15;2787,25
2016;BRASIL;8;289165;380,52;0,00;30434,81;3153,21
2016;BRASIL;9;289164;1547,11;0,06;26158,28;2582,81
2016;BRASIL;10;289165;2419,69;0,13;24182,83;2515,94
2016;BRASIL;11;289165;2978,44;0,06;28204,32;7297,38
2016;BRASIL;12;289164;3053,57;0,01;22126,49;7084,25
2016;BRASIL;13;289165;3065,18;0,03;23518,10;6459,33
2016;BRASIL;14;289165;3382,19;0,14;22978,65;3776,07
2016;BRASIL;15;289164;3852,51;0,18;24230,98;2685,29
2016;BRASIL;16;289165;4355,60;0,16;22118,97;2299,15
2016;BRASIL;17;289165;4834,65;0,26;22784,69;2042,79
2016;BRASIL;18;289164;5234,23;0,22;21454,51;2313,27
2016;BRASIL;19;289165;5609,54;0,28;21293,64;2018,51
2016;BRASIL;20;289165;5958,24;0,24;23930,86;2986,57
2016;BRASIL;21;289164;6181,20;0,17;23543,59;3667,45
2016;BRASIL;22;289165;6433,49;0,15;20426,23;1488,19
2016;BRASIL;23;289165;6638,97;0,23;20368,98;1462,33
2016;BRASIL;24;289164;6884,06;0,31;18910,88;1911,51
2016;BRASIL;25;289165;7021,85;0,38;18539,75;1557,20
2016;BRASIL;26;289165;7250,74;0,45;19867,83;1138,64
2016;BRASIL;27;289164;7464,31;0,50;17653,97;1261,79
2016;BRASIL;28;289165;7650,24;0,49;17282,50;1012,40
2016;BRASIL;29;289165;7823,23;0,44;16669,75;1067,83
2016;BRASIL;30;289164;7966,36;0,38;32978,06;1173,35
2016;BRASIL;31;289165;8075,87;0,35;17388,42;815,83
2016;BRASIL;32;289165;8157,38;0,32;17899,69;812,77
2016;BRASIL;33;289164;8222,89;0,16;19251,92;897,70
2016;BRASIL;34;289165;8245,02;0,09;16880,69;554,39
2016;BRASIL;35;289165;8277,41;1,33;15035,15;739,79
2016;BRASIL;36;289164;8392,74;6,51;13653,13;810,02
2016;BRASIL;37;289165;8535,25;12,21;14083,80;737,92
2016;BRASIL;38;289165;8671,82;18,54;16055,87;1273,97
2016;BRASIL;39;289164;8806,35;23,53;13970,43;830,40
2016;BRASIL;40;289165;8957,17;29,92;14315,37;925,04
2016;BRASIL;41;289165;9104,09;36,44;16600,38;1980,66
2016;BRASIL;42;289164;9244,55;42,06;14476,91;807,90
2016;BRASIL;43;289165;9401,59;48,76;13859,17;737,45
2016;BRASIL;44;289165;9564,96;56,21;15101,28;945,72
2016;BRASIL;45;289164;9730,56;63,64;15125,30;969,12
2016;BRASIL;46;289165;9900,89;71,42;14597,16;847,12
2016;BRASIL;47;289165;10074,98;80,17;15234,37;1080,51
2016;BRASIL;48;289164;10251,61;88,62;14305,00;838,62
2016;BRASIL;49;289165;10418,32;98,74;17963,61;1596,94
2016;BRASIL;50;289164;10589,99;105,12;14905,93;861,78
2016;BRASIL;51;289165;10776,51;114,91;15250,69;836,13
2016;BRASIL;52;289165;10973,27;124,75;15769,32;890,94
2016;BRASIL;53;289164;11175,06;135,34;15833,19;881,67
2016;BRASIL;54;289165;11384,00;146,37;15903,61;1059,87
2016;BRASIL;55;289165;11597,00;158,18;16506,40;1042,74
2016;BRASIL;56;289164;11816,09;169,03;16956,24;1263,37
2016;BRASIL;57;289165;12048,57;182,87;18504,13;1360,65
2016;BRASIL;58;289165;12268,62;194,80;113875,02;1273,94
2016;BRASIL;59;289164;12512,52;215,84;17909,69;1117,01
2016;BRASIL;60;289165;12769,82;238,43;18698,25;1061,62
2016;BRASIL;61;289165;13039,58;263,20;19744,92;1330,92
2016;BRASIL;62;289164;13321,35;289,60;19558,42;1302,18
2016;BRASIL;63;289165;13613,32;317,12;19357,99;1376,71
2016;BRASIL;64;289165;13902,05;347,14;21003,60;1705,92
2016;BRASIL;65;289164;14203,76;374,95;19710,18;1153,39
2016;BRASIL;66;289165;14521,42;403,31;20086,16;1451,63
2016;BRASIL;67;289165;14842,15;437,75;20841,83;1307,40
2016;BRASIL;68;289164;15188,18;475,99;22171,63;1619,55
2016;BRASIL;69;289165;15552,68;512,95;22384,76;1545,24
2016;BRASIL;70;289165;15930,80;548,35;22598,86;1397,31
2016;BRASIL;71;289164;16328,40;595,19;24930,24;2295,99
2016;BRASIL;72;289165;16759,41;657,36;25198,34;1669,07
2016;BRASIL;73;289165;17213,29;724,73;27094,64;2522,08
2016;BRASIL;74;289164;17660,62;785,09;30618,03;4085,67
2016;BRASIL;75;289165;18079,43;842,26;36199,08;5985,78
2016;BRASIL;76;289165;18564,13;925,23;27090,69;2352,85
2016;BRASIL;77;289164;19107,44;1007,94;28748,38;2411,42
2016;BRASIL;78;289165;19694,92;1104,18;31553,26;2067,77
2016;BRASIL;79;289165;20337,97;1217,68;31094,33;2493,57
2016;BRASIL;80;289164;21011,70;1343,27;32693,62;2911,44
2016;BRASIL;81;289165;21737,59;1480,78;32047,32;2288,27
2016;BRASIL;82;289165;22529,08;1644,34;33473,26;2365,28
2016;BRASIL;83;289164;23406,64;1818,66;35273,38;2367,21
2016;BRASIL;84;289165;24360,91;2020,80;37405,31;3033,89
2016;BRASIL;85;289165;25394,13;2248,97;37233,46;2633,58
2016;BRASIL;86;289164;26520,30;2537,39;44502,50;2680,41
2016;BRASIL;87;289165;27772,56;2831,75;41274,44;3078,14
2016;BRASIL;88;289165;29157,60;3171,98;44885,95;2861,54
2016;BRASIL;89;289164;30707,93;3559,64;46621,81;3005,44
2016;BRASIL;90;289165;32438,56;3990,01;48175,96;3136,02
2016;BRASIL;91;289165;34390,57;4456,43;52777,96;3394,17
2016;BRASIL;92;289164;36670,85;5005,92;60200,59;3727,30
2016;BRASIL;93;289165;39391,00;5671,26;62522,55;3797,84
2016;BRASIL;94;289165;42732,07;6471,63;70501,50;4172,09
2016;BRASIL;95;289164;46955,79;7472,47;78629,94;4707,55
2016;BRASIL;96;289165;52187,63;8730,63;89413,10;5577,01
2016;BRASIL;97;289165;59362,12;10442,70;102793,18;6283,66
2016;BRASIL;98;289164;69817,61;12912,26;123676,59;7841,36
2016;BRASIL;99;289165;86716,22;16880,41;155670,81;9430,32
2016;BRASIL;100;289164;170291,18;36495,90;312557,12;37686,52
2017;BRASIL;1;296032;0,00;0,00;32449,30;3285,34
2017;BRASIL;2;296032;0,00;0,01;27631,01;3535,41
2017;BRASIL;3;296032;0,00;0,01;28055,40;3191,67
2017;BRASIL;4;296032;0,00;0,06;34638,47;3191,50
2017;BRASIL;5;296032;0,00;0,00;28232,19;3306,90
2017;BRASIL;6;296032;0,00;0,01;29546,18;3203,73
2017;BRASIL;7;296032;0,00;0,00;28734,83;3243,68
2017;BRASIL;8;296032;399,95;0,03;35301,20;3152,06
2017;BRASIL;9;296032;1623,53;0,15;27179,97;2466,33
2017;BRASIL;10;296032;2540,52;0,15;26930,99;2631,66
2017;BRASIL;11;296032;3195,84;0,09;30443,54;6590,60
2017;BRASIL;12;296032;3325,48;0,02;29083,46;7869,57
2017;BRASIL;13;296031;3328,57;0,01;24961,69;7897,14
2017;BRASIL;14;296032;3497,64;0,11;25323,62;5042,17
2017;BRASIL;15;296032;3963,03;0,24;27126,58;3067,69
2017;BRASIL;16;296032;4490,67;0,24;24829,10;2522,49
2017;BRASIL;17;296032;5002,66;0,26;24857,64;2217,63
2017;BRASIL;18;296032;5415,74;0,31;23742,87;2633,82
2017;BRASIL;19;296032;5832,20;0,31;23804,63;1862,32
2017;BRASIL;20;296032;6218,35;0,24;23625,88;2136,80
2017;BRASIL;21;296032;6524,16;0,21;25461,99;3045,68
2017;BRASIL;22;296032;6707,32;0,13;25916,70;3997,72
2017;BRASIL;23;296032;6925,09;0,40;22055,53;1810,89
2017;BRASIL;24;296032;7119,51;0,32;21978,13;2254,79
2017;BRASIL;25;296031;7337,01;0,50;20836,60;1358,29
2017;BRASIL;26;296032;7573,50;0,52;20311,96;1320,09
2017;BRASIL;27;296032;7795,98;0,51;19083,46;1266,12
2017;BRASIL;28;296032;7994,34;0,47;18829,77;1131,54
2017;BRASIL;29;296032;8161,04;0,41;17946,40;871,00
2017;BRASIL;30;296032;8283,43;0,41;18452,39;966,74
2017;BRASIL;31;296032;8370,94;0,27;19750,33;774,86
2017;BRASIL;32;296032;8430,44;0,11;18872,57;723,49
2017;BRASIL;33;296032;8448,88;0,15;17613,53;604,72
2017;BRASIL;34;296032;8529,08;4,03;15315,46;782,00
2017;BRASIL;35;296032;8676,22;10,12;14856,21;853,89
2017;BRASIL;36;296032;8831,24;17,03;17947,30;1470,99
2017;BRASIL;37;296032;8962,47;21,98;32945,33;819,76
2017;BRASIL;38;296031;9123,47;28,71;15462,79;894,69
2017;BRASIL;39;296032;9284,91;35,76;15566,77;894,10
2017;BRASIL;40;296032;9451,17;42,93;17322,90;1032,89
2017;BRASIL;41;296032;9620,20;50,35;16463,58;872,83
2017;BRASIL;42;296032;9792,11;58,03;15821,38;928,04
2017;BRASIL;43;296032;9957,70;66,64;21850,64;2248,26
2017;BRASIL;44;296032;10123,23;73,29;15970,52;978,62
2017;BRASIL;45;296032;10301,16;81,85;15461,46;817,17
2017;BRASIL;46;296032;10474,62;90,63;15803,15;1053,01
2017;BRASIL;47;296032;10641,73;100,29;19012,36;1774,60
2017;BRASIL;48;296032;10808,66;107,21;15745,04;884,90
2017;BRASIL;49;296032;10997,98;116,95;15742,97;891,09
2017;BRASIL;50;296031;11191,81;126,03;18009,36;988,40
2017;BRASIL;51;296032;11393,08;136,34;16862,05;1032,16
2017;BRASIL;52;296032;11602,28;147,23;16967,81;995,16
2017;BRASIL;53;296032;11817,11;158,73;20056,10;1007,60
2017;BRASIL;54;296032;12033,71;169,69;17696,86;1036,35
2017;BRASIL;55;296032;12261,27;182,02;17919,17;1061,67
2017;BRASIL;56;296032;12486,89;196,09;20256,99;1373,74
2017;BRASIL;57;296032;12727,60;213,51;19405,52;1166,28
2017;BRASIL;58;296032;12981,53;236,69;21407,61;1185,57
2017;BRASIL;59;296032;13243,43;260,38;21476,00;1707,54
2017;BRASIL;60;296032;13513,09;286,03;21709,48;1451,93
2017;BRASIL;61;296032;13800,89;313,35;20528,48;1337,70
2017;BRASIL;62;296032;14100,89;344,46;23238,64;1867,15
2017;BRASIL;63;296031;14394,16;370,29;20855,32;1324,45
2017;BRASIL;64;296032;14714,11;402,63;21376,30;1306,51
2017;BRASIL;65;296032;15036,53;432,17;21892,04;1294,07
2017;BRASIL;66;296032;15376,06;469,77;23585,65;1245,49
2017;BRASIL;67;296032;15727,09;505,13;23641,42;1435,71
2017;BRASIL;68;296032;16094,67;545,19;23674,30;1559,44
2017;BRASIL;69;296032;16485,53;584,00;24820,99;1889,67
2017;BRASIL;70;296032;16889,24;636,23;24595,92;1466,67
2017;BRASIL;71;296032;17323,96;698,22;26102,88;1561,09
2017;BRASIL;72;296032;17767,92;764,87;29824,35;2467,59
2017;BRASIL;73;296032;18239,39;832,32;28615,99;2505,45
2017;BRASIL;74;296032;18746,22;912,28;28332,25;1815,58
2017;BRASIL;75;296031;19282,48;995,82;30859,36;2657,09
2017;BRASIL;76;296032;19768,14;1068,83;44174,43;8452,35
2017;BRASIL;77;296032;20343,33;1156,01;33942,47;2536,39
2017;BRASIL;78;296032;20977,30;1266,91;32216,69;2532,65
2017;BRASIL;79;296032;21637,47;1397,93;32883,21;4248,68
2017;BRASIL;80;296032;22363,18;1541,74;34435,93;2475,06
2017;BRASIL;81;296032;23160,20;1704,22;36252,06;3210,91
2017;BRASIL;82;296032;24031,50;1871,92;36526,88;2696,12
2017;BRASIL;83;296032;24962,79;2076,81;39005,22;2824,08
2017;BRASIL;84;296032;26000,89;2320,36;39925,87;2850,79
2017;BRASIL;85;296032;27110,74;2589,12;41103,29;2762,75
2017;BRASIL;86;296032;28326,40;2858,45;43264,25;3235,54
2017;BRASIL;87;296032;29652,44;3190,43;46873,11;2884,56
2017;BRASIL;88;296031;31154,84;3568,09;48819,72;3057,28
2017;BRASIL;89;296032;32838,68;3981,58;49010,80;3155,62
2017;BRASIL;90;296032;34699,37;4439,72;54010,08;3523,93
2017;BRASIL;91;296032;36816,87;4954,96;57850,87;3542,94
2017;BRASIL;92;296032;39266,32;5551,71;61920,09;3917,61
2017;BRASIL;93;296032;42248,05;6282,66;66975,71;4309,71
2017;BRASIL;94;296032;45819,19;7139,04;74709,00;4027,36
2017;BRASIL;95;296032;50311,98;8192,02;99094,46;4871,23
2017;BRASIL;96;296032;56092,79;9568,47;97673,29;5692,32
2017;BRASIL;97;296032;63643,35;11335,35;110851,74;6268,55
2017;BRASIL;98;296032;74876,77;14006,51;136033,84;8153,22
2017;BRASIL;99;296032;93593,27;18391,72;167339,57;9122,89
2017;BRASIL;100;296031;178140,53;38076,98;332674,26;31792,31
2018;BRASIL;1;304525;0,00;0,09;31353,03;3850,21
2018;BRASIL;2;304524;0,00;0,02;29861,31;3991,55
2018;BRASIL;3;304525;0,00;0,03;34027,60;5079,46
2018;BRASIL;4;304524;0,00;0,04;31481,82;3883,61
2018;BRASIL;5;304524;0,00;0,03;33537,57;3767,53
