ano;ente;centil;n_contribuintes;rendimentos_tributaveis_milhoes;imposto_devido_milhoes;bens_milhoes;rendimentos_isentos_milhoes
2006;BRASIL;1;241563;0,00;0,16;5281,59;481,27
2006;BRASIL;2;241563;0,00;0,22;5295,48;483,44
2006;BRASIL;3;241562;0,00;0,31;5566,27;459,87
2006;BRASIL;4;241563;0,00;0,17;5860,02;481,93
2006;BRASIL;5;241562;0,00;0,17;5193,31;464,23
2006;BRASIL;6;241563;0,00;0,13;5193,68;454,74
2006;BRASIL;7;241562;0,00;0,08;5316,54;460,86
2006;BRASIL;8;241563;0,00;0,10;5443,09;569,25
2006;BRASIL;9;241562;0,00;0,21;5274,17;536,98
2006;BRASIL;10;241563;0,00;0,16;5219,60;547,41
2006;BRASIL;11;241562;0,00;0,09;5698,88;499,67
2006;BRASIL;12;241563;73,31;0,11;5704,97;328,64
2006;BRASIL;13;241562;428,32;0,12;6712,24;702,63
2006;BRASIL;14;241563;763,65;0,11;6400,90;713,04
2006;BRASIL;15;241562;954,85;0,10;5625,27;1803,40
2006;BRASIL;16;241563;977,75;0,04;5208,95;2578,10
2006;BRASIL;17;241563;990,97;0,12;4554,92;1714,56
2006;BRASIL;18;241562;1095,53;0,23;5519,89;639,92
2006;BRASIL;19;241563;1267,82;0,17;5489,25;525,69
2006;BRASIL;20;241562;1439,88;0,17;5298,18;827,32
2006;BRASIL;21;241563;1591,95;0,23;5735,69;497,81
2006;BRASIL;22;241562;1766,67;0,21;5796,80;532,00
2006;BRASIL;23;241563;1929,54;0,24;6371,18;1260,57
2006;BRASIL;24;241562;2053,15;0,38;6177,29;421,56
2006;BRASIL;25;241563;2210,20;0,38;5980,85;444,52
2006;BRASIL;26;241562;2364,04;0,39;4995,84;441,26
2006;BRASIL;27;241563;2489,24;0,31;5651,59;427,76
2006;BRASIL;28;241562;2634,71;0,59;6570,70;636,84
2006;BRASIL;29;241563;2792,22;0,46;6635,60;465,80
2006;BRASIL;30;241562;2897,63;0,45;5022,08;849,39
2006;BRASIL;31;241563;2957,86;0,25;6257,87;637,44
2006;BRASIL;32;241562;3059,02;0,37;5497,30;390,27
2006;BRASIL;33;241563;3166,56;0,42;6132,06;422,54
2006;BRASIL;34;241563;3269,94;0,46;5825,41;366,34
2006;BRASIL;35;241562;3363,92;0,69;5863,86;379,73
2006;BRASIL;36;241563;3438,47;0,51;6052,48;340,77
2006;BRASIL;37;241562;3497,73;0,35;5642,54;458,99
2006;BRASIL;38;241563;3565,62;0,39;6087,70;356,07
2006;BRASIL;39;241562;3618,11;0,78;4960,43;247,87
2006;BRASIL;40;241563;3655,67;0,74;4942,13;245,17
2006;BRASIL;41;241562;3717,70;0,59;4746,94;272,33
2006;BRASIL;42;241563;3772,62;0,44;5166,91;280,86
2006;BRASIL;43;241562;3831,48;0,58;4863,09;200,37
2006;BRASIL;44;241563;3880,19;0,95;5427,18;381,49
2006;BRASIL;45;241562;3935,33;0,68;6438,90;369,80
2006;BRASIL;46;241563;3992,06;0,48;5121,13;270,61
2006;BRASIL;47;241562;4049,76;0,86;5326,03;273,66
2006;BRASIL;48;241563;4101,88;0,74;5786,51;217,51
2006;BRASIL;49;241562;4158,22;0,69;5408,43;229,42
2006;BRASIL;50;241563;4216,89;0,47;6427,88;217,01
2006;BRASIL;51;241563;4269,31;0,73;5759,40;288,09
2006;BRASIL;52;241562;4324,39;0,70;5971,97;300,85
2006;BRASIL;53;241563;4348,13;0,79;7462,19;374,40
2006;BRASIL;54;241562;4367,00;0,45;6372,34;339,79
2006;BRASIL;55;241563;4410,56;0,78;6675,96;259,17
2006;BRASIL;56;241562;4453,55;0,59;6509,29;306,97
2006;BRASIL;57;241563;4476,72;0,39;6263,18;241,01
2006;BRASIL;58;241562;4505,43;0,68;6648,67;249,63
2006;BRASIL;59;241563;4533,51;1,56;6219,03;287,60
2006;BRASIL;60;241562;4604,23;7,12;7138,39;403,99
2006;BRASIL;61;241563;4690,75;12,65;7261,20;366,90
2006;BRASIL;62;241562;4787,30;19,20;7258,33;425,98
2006;BRASIL;63;241563;4884,11;24,26;7932,18;512,28
2006;BRASIL;64;241562;4991,71;30,23;6956,84;425,16
2006;BRASIL;65;241563;5105,70;37,54;7132,57;361,44
2006;BRASIL;66;241562;5222,73;45,29;7502,28;445,52
2006;BRASIL;67;241563;5346,53;53,40;7599,29;443,46
2006;BRASIL;68;241563;5476,43;61,11;7275,00;453,36
2006;BRASIL;69;241562;5606,05;72,51;8351,13;394,55
2006;BRASIL;70;241563;5745,13;82,01;8148,33;773,99
2006;BRASIL;71;241562;5891,77;88,34;7513,02;423,06
2006;BRASIL;72;241563;6060,28;102,70;8130,05;469,58
2006;BRASIL;73;241562;6237,33;116,31;9183,87;504,11
2006;BRASIL;74;241563;6422,43;130,27;7906,70;460,14
2006;BRASIL;75;241562;6623,09;144,26;8880,04;643,06
2006;BRASIL;76;241563;6836,65;162,27;9238,35;569,01
2006;BRASIL;77;241562;7067,67;183,04;9371,23;630,80
2006;BRASIL;78;241563;7307,04;208,84;11048,73;742,05
2006;BRASIL;79;241562;7572,16;227,41;9955,73;664,50
2006;BRASIL;80;241563;7851,71;256,88;11402,13;1082,69
2006;BRASIL;81;241562;8125,01;285,26;12815,69;1821,44
2006;BRASIL;82;241563;8443,81;313,06;11695,59;814,19
2006;BRASIL;83;241562;8791,69;353,54;13991,65;1185,41
2006;BRASIL;84;241563;9182,63;398,93;12637,01;1021,72
2006;BRASIL;85;241563;9613,61;457,35;13045,96;1011,96
2006;BRASIL;86;241562;10086,00;532,40;13881,97;1205,74
2006;BRASIL;87;241563;10612,85;621,23;14217,11;986,71
2006;BRASIL;88;241562;11202,92;719,62;14882,96;923,75
2006;BRASIL;89;241563;11859,60;848,22;15713,31;1683,78
2006;BRASIL;90;241562;12630,31;991,73;16924,00;1060,33
2006;BRASIL;91;241563;13525,13;1178,72;17975,47;1048,77
2006;BRASIL;92;241562;14554,73;1404,07;19310,45;1370,52
2006;BRASIL;93;241563;15807,02;1697,18;20755,98;1579,44
2006;BRASIL;94;241562;17315,93;2044,97;23623,73;1302,54
2006;BRASIL;95;241563;19164,49;2478,37;25271,79;1364,79
2006;BRASIL;96;241562;21585,99;3060,23;28988,48;1772,53
2006;BRASIL;97;241563;24801,01;3801,93;32866,07;2092,64
2006;BRASIL;98;241562;29378,23;4906,86;39885,92;2652,61
2006;BRASIL;99;241563;37397,13;6838,46;50461,00;3408,70
2006;BRASIL;100;241562;75571,90;16015,39;99173,25;13837,42
2007;BRASIL;1;252251;0,00;0,11;5570,46;575,12
2007;BRASIL;2;252250;0,00;0,14;5550,66;585,78
2007;BRASIL;3;252250;0,00;0,15;5663,70;551,00
2007;BRASIL;4;252251;0,00;0,11;5574,38;578,63
2007;BRASIL;5;252250;0,00;0,06;5575,50;545,22
2007;BRASIL;6;252250;0,00;0,22;5344,81;665,18
2007;BRASIL;7;252250;0,00;0,08;5446,64;581,30
2007;BRASIL;8;252251;0,00;0,07;5921,05;535,49
2007;BRASIL;9;252250;0,00;0,14;5535,57;587,87
2007;BRASIL;10;252250;0,00;0,11;5357,61;521,49
2007;BRASIL;11;252250;0,00;0,15;5573,64;669,90
2007;BRASIL;12;252251;0,00;0,10;5593,88;530,70
2007;BRASIL;13;252250;19,29;0,10;6011,23;473,40
2007;BRASIL;14;252250;365,26;0,23;7688,19;869,55
2007;BRASIL;15;252251;747,02;0,20;7263,90;765,76
2007;BRASIL;16;252250;1041,82;0,23;7037,22;1359,21
2007;BRASIL;17;252250;1123,78;0,09;5779,38;2567,50
2007;BRASIL;18;252250;1127,56;0,05;5517,74;2924,32
2007;BRASIL;19;252251;1159,95;0,38;5289,12;1450,05
2007;BRASIL;20;252250;1307,39;0,39;6361,91;719,38
2007;BRASIL;21;252250;1498,98;0,37;5744,07;987,17
2007;BRASIL;22;252250;1669,49;0,56;6588,91;639,34
2007;BRASIL;23;252251;1861,27;0,46;6449,00;539,17
2007;BRASIL;24;252250;2059,08;0,64;7145,48;645,64
2007;BRASIL;25;252250;2222,69;0,56;7351,69;1486,07
2007;BRASIL;26;252251;2370,38;0,56;6292,19;589,83
2007;BRASIL;27;252250;2528,45;0,73;6448,69;459,95
2007;BRASIL;28;252250;2695,47;0,68;6854,47;760,87
2007;BRASIL;29;252250;2854,26;0,86;7044,05;522,64
2007;BRASIL;30;252251;3005,62;0,66;6025,94;877,07
2007;BRASIL;31;252250;3067,77;0,47;6380,83;671,00
2007;BRASIL;32;252250;3214,13;1,01;6952,40;620,52
2007;BRASIL;33;252250;3343,33;0,72;7000,05;697,78
2007;BRASIL;34;252251;3461,07;0,98;6807,56;475,70
2007;BRASIL;35;252250;3578,41;0,94;6502,89;411,97
2007;BRASIL;36;252250;3644,29;0,55;6122,15;493,51
2007;BRASIL;37;252250;3733,53;0,91;6533,07;413,64
2007;BRASIL;38;252251;3805,29;1,14;6308,50;390,41
2007;BRASIL;39;252250;3879,48;1,12;6475,87;364,88
2007;BRASIL;40;252250;3932,77;0,53;7104,86;372,51
2007;BRASIL;41;252251;3972,31;1,34;6093,88;331,61
2007;BRASIL;42;252250;4034,78;1,40;5229,11;265,56
2007;BRASIL;43;252250;4098,10;1,03;5493,76;249,74
2007;BRASIL;44;252250;4161,77;2,51;5544,62;412,70
2007;BRASIL;45;252251;4227,68;1,16;5746,42;360,66
2007;BRASIL;46;252250;4290,47;2,07;5757,26;269,09
2007;BRASIL;47;252250;4360,57;1,02;5911,34;295,51
2007;BRASIL;48;252250;4430,97;1,03;5729,78;337,02
2007;BRASIL;49;252251;4501,27;1,18;5774,08;373,58
2007;BRASIL;50;252250;4540,80;1,27;6044,35;527,82
2007;BRASIL;51;252250;4583,24;1,11;5937,36;318,35
2007;BRASIL;52;252251;4652,16;1,26;6139,38;302,07
2007;BRASIL;53;252250;4717,03;1,46;6248,32;295,04
2007;BRASIL;54;252250;4777,15;1,66;6758,67;626,30
2007;BRASIL;55;252250;4831,65;1,34;6459,54;298,51
2007;BRASIL;56;252251;4877,36;1,02;7238,81;325,23
2007;BRASIL;57;252250;4926,10;1,17;7434,71;395,97
2007;BRASIL;58;252250;4962,61;0,85;7368,80;332,62
2007;BRASIL;59;252250;5025,11;5,51;7197,39;469,09
2007;BRASIL;60;252251;5116,00;11,54;7803,95;438,33
2007;BRASIL;61;252250;5217,33;17,86;7640,14;418,16
2007;BRASIL;62;252250;5327,61;25,17;7807,55;459,91
2007;BRASIL;63;252251;5443,78;32,57;7702,60;529,46
2007;BRASIL;64;252250;5561,54;38,95;7501,40;486,77
2007;BRASIL;65;252250;5681,19;46,51;7728,68;518,67
2007;BRASIL;66;252250;5810,29;55,41;7836,57;468,94
2007;BRASIL;67;252251;5951,83;63,46;7534,68;427,04
2007;BRASIL;68;252250;6083,57;79,22;9429,58;806,00
2007;BRASIL;69;252250;6229,66;83,88;7841,56;522,38
2007;BRASIL;70;252250;6387,04;94,76;8102,20;532,64
2007;BRASIL;71;252251;6555,92;106,84;7990,65;460,43
2007;BRASIL;72;252250;6729,60;122,09;8693,14;608,38
2007;BRASIL;73;252250;6912,22;131,75;8507,59;554,62
2007;BRASIL;74;252250;7113,20;151,77;9187,90;655,97
2007;BRASIL;75;252251;7330,19;166,96;9475,97;705,14
2007;BRASIL;76;252250;7559,00;191,54;10362,26;785,28
2007;BRASIL;77;252250;7804,29;210,40;10275,88;800,38
2007;BRASIL;78;252251;8077,58;236,04;10879,99;865,49
2007;BRASIL;79;252250;8368,63;263,33;11179,83;1047,22
2007;BRASIL;80;252250;8653,30;292,04;14206,95;2505,98
2007;BRASIL;81;252250;8956,92;318,77;12746,11;1404,38
2007;BRASIL;82;252251;9291,12;347,66;12107,56;898,00
2007;BRASIL;83;252250;9675,37;390,71;13223,24;1093,86
2007;BRASIL;84;252250;10103,41;444,34;14064,70;1165,16
2007;BRASIL;85;252250;10568,45;509,49;14481,56;1238,71
2007;BRASIL;86;252251;11079,59;593,02;15323,86;1146,66
2007;BRASIL;87;252250;11647,81;684,47;15876,86;1373,53
2007;BRASIL;88;252250;12279,23;790,28;17114,39;1435,62
2007;BRASIL;89;252251;12992,07;922,29;17676,98;1191,88
2007;BRASIL;90;252250;13831,05;1083,51;19566,03;1489,85
2007;BRASIL;91;252250;14815,71;1293,10;21230,52;1561,00
2007;BRASIL;92;252250;15959,36;1542,42;22688,17;1596,31
2007;BRASIL;93;252251;17339,92;1868,47;24827,65;1749,11
2007;BRASIL;94;252250;18989,02;2252,19;27239,21;1873,12
2007;BRASIL;95;252250;21056,04;2737,37;30466,89;1976,66
2007;BRASIL;96;252250;23753,07;3376,10;34102,51;2323,22
2007;BRASIL;97;252251;27342,46;4221,83;40127,34;2494,86
2007;BRASIL;98;252250;32547,61;5447,64;47706,80;3170,57
2007;BRASIL;99;252250;41695,83;7645,89;62039,71;4090,74
2007;BRASIL;100;252250;83725,25;17694,75;125656,73;17516,97
2008;BRASIL;1;257728;0,00;0,09;6693,13;658,29
2008;BRASIL;2;257728;0,00;0,06;6643,48;772,27
2008;BRASIL;3;257727;0,00;0,10;6575,48;933,81
2008;BRASIL;4;257728;0,00;0,07;6563,13;727,32
2008;BRASIL;5;257728;0,00;0,06;6726,53;741,61
2008;BRASIL;6;257727;0,00;0,06;6933,18;661,89
2008;BRASIL;7;257728;0,00;0,10;6659,69;755,23
2008;BRASIL;8;257727;0,00;0,11;6671,34;639,45
2008;BRASIL;9;257728;0,00;0,05;6646,98;923,83
2008;BRASIL;10;257728;0,00;0,09;6579,50;748,31
2008;BRASIL;11;257727;0,00;0,06;6609,33;738,18
2008;BRASIL;12;257728;19,49;0,05;6888,26;588,97
2008;BRASIL;13;257728;411,05;0,17;9122,20;1048,53
2008;BRASIL;14;257727;852,32;0,30;8590,26;826,35
2008;BRASIL;15;257728;1181,94;0,20;7628,12;1811,66
2008;BRASIL;16;257727;1260,88;0,04;6789,99;3159,67
2008;BRASIL;17;257728;1265,44;0,06;6659,81;3485,79
2008;BRASIL;18;257728;1318,34;0,33;6864,72;1640,61
2008;BRASIL;19;257727;1509,17;0,33;6471,67;1191,40
2008;BRASIL;20;257728;1708,74;0,39;7571,25;876,85
2008;BRASIL;21;257728;1930,18;0,41;7034,28;711,44
2008;BRASIL;22;257727;2155,96;0,55;7405,05;812,98
2008;BRASIL;23;257728;2366,93;0,65;8286,03;813,58
2008;BRASIL;24;257727;2525,26;0,51;7641,95;1792,50
2008;BRASIL;25;257728;2693,96;0,54;7488,73;810,18
2008;BRASIL;26;257728;2872,73;0,88;7444,72;813,05
2008;BRASIL;27;257727;3056,51;0,49;7062,07;1016,10
2008;BRASIL;28;257728;3137,47;0,66;6874,52;886,09
2008;BRASIL;29;257727;3306,74;0,65;7523,14;622,63
2008;BRASIL;30;257728;3462,70;0,88;7270,57;598,78
2008;BRASIL;31;257728;3617,75;0,80;7328,06;563,31
2008;BRASIL;32;257727;3719,12;0,55;6288,86;661,96
2008;BRASIL;33;257728;3815,46;0,94;7189,25;785,07
2008;BRASIL;34;257728;3911,25;0,93;6900,80;533,53
2008;BRASIL;35;257727;4005,98;0,39;6924,48;572,28
2008;BRASIL;36;257728;4071,70;0,72;7021,74;456,55
2008;BRASIL;37;257727;4152,56;0,87;7026,25;402,52
2008;BRASIL;38;257728;4215,17;0,66;7201,53;398,55
2008;BRASIL;39;257728;4279,31;1,39;6033,61;341,72
2008;BRASIL;40;257727;4345,44;1,04;6539,90;584,15
2008;BRASIL;41;257728;4413,35;1,10;5921,69;357,94
2008;BRASIL;42;257728;4493,86;1,11;6022,10;390,21
2008;BRASIL;43;257727;4574,86;1,90;6377,40;333,44
2008;BRASIL;44;257728;4635,79;0,68;6470,69;697,14
2008;BRASIL;45;257727;4671,44;0,92;6233,14;490,24
2008;BRASIL;46;257728;4750,17;0,86;6283,35;335,86
2008;BRASIL;47;257728;4828,17;1,06;6205,98;398,57
2008;BRASIL;48;257727;4905,57;1,07;6379,07;348,38
2008;BRASIL;49;257728;4963,86;0,80;6781,05;471,33
2008;BRASIL;50;257727;5028,96;1,08;6977,22;464,05
2008;BRASIL;51;257728;5096,10;1,45;7087,62;386,28
2008;BRASIL;52;257728;5155,32;1,51;7457,40;428,57
2008;BRASIL;53;257727;5210,62;1,24;7762,68;406,23
2008;BRASIL;54;257728;5255,04;0,76;7153,39;315,55
2008;BRASIL;55;257728;5280,70;1,10;8286,49;481,65
2008;BRASIL;56;257727;5313,48;1,74;8149,47;368,84
2008;BRASIL;57;257728;5398,87;8,26;7861,18;636,36
2008;BRASIL;58;257727;5498,94;14,75;8057,42;500,40
2008;BRASIL;59;257728;5602,57;21,95;8397,53;678,67
2008;BRASIL;60;257728;5716,15;28,94;8119,36;516,71
2008;BRASIL;61;257727;5839,30;36,93;8227,20;570,79
2008;BRASIL;62;257728;5965,33;45,80;8394,10;619,36
2008;BRASIL;63;257728;6099,94;53,59;7962,45;467,37
2008;BRASIL;64;257727;6228,69;66,01;9518,24;972,34
2008;BRASIL;65;257728;6373,67;73,86;8629,38;638,59
2008;BRASIL;66;257727;6518,19;86,89;9243,07;549,65
2008;BRASIL;67;257728;6674,68;94,95;8466,53;679,43
2008;BRASIL;68;257728;6844,74;108,77;8688,59;614,65
2008;BRASIL;69;257727;7022,08;121,38;8654,01;649,78
2008;BRASIL;70;257728;7202,87;136,09;8753,74;656,39
2008;BRASIL;71;257728;7389,37;150,18;9141,02;749,80
2008;BRASIL;72;257727;7595,67;166,64;9113,95;636,44
2008;BRASIL;73;257728;7802,79;189,19;10499,17;947,96
2008;BRASIL;74;257727;8033,25;204,83;10066,98;825,74
2008;BRASIL;75;257728;8277,85;225,65;10350,93;811,77
2008;BRASIL;76;257728;8535,89;250,35;10644,04;859,38
2008;BRASIL;77;257727;8805,24;280,56;10908,29;894,13
2008;BRASIL;78;257728;9101,66;307,19;12202,49;1335,75
2008;BRASIL;79;257727;9382,20;340,13;16134,85;3293,33
2008;BRASIL;80;257728;9715,12;366,75;12652,16;1079,74
2008;BRASIL;81;257728;10082,17;404,01;13220,63;1096,92
2008;BRASIL;82;257727;10479,76;447,19;14101,45;1891,84
2008;BRASIL;83;257728;10898,42;504,84;14411,57;1356,68
2008;BRASIL;84;257728;11370,76;573,10;14976,74;1317,87
2008;BRASIL;85;257727;11886,04;649,32;15903,71;1453,25
2008;BRASIL;86;257728;12453,05;746,05;16608,58;1555,02
2008;BRASIL;87;257727;13091,53;860,74;17699,97;1400,64
2008;BRASIL;88;257728;13820,19;991,73;18571,49;1670,76
2008;BRASIL;89;257728;14618,00;1139,22;19295,23;1637,36
2008;BRASIL;90;257727;15542,04;1333,43;21638,30;2270,76
2008;BRASIL;91;257728;16631,25;1574,91;23538,03;1915,69
2008;BRASIL;92;257728;17942,70;1883,47;25528,07;2175,37
2008;BRASIL;93;257727;19486,08;2245,80;26799,21;2032,65
2008;BRASIL;94;257728;21324,53;2685,67;29786,56;2294,22
2008;BRASIL;95;257727;23645,38;3234,96;33615,39;2565,23
2008;BRASIL;96;257728;26639,81;3951,19;38075,39;2610,88
2008;BRASIL;97;257728;30678,96;4905,53;44366,51;3118,00
2008;BRASIL;98;257727;36592,82;6309,51;52957,88;3910,60
2008;BRASIL;99;257728;46863,86;8806,20;67539,97;5480,04
2008;BRASIL;100;257727;95368,00;20434,18;138949,60;24124,33
2009;BRASIL;1;243837;0,00;0,05;8318,96;1048,46
2009;BRASIL;2;243837;0,00;0,01;8383,18;965,64
2009;BRASIL;3;243837;0,00;0,04;8284,95;969,96
2009;BRASIL;4;243837;0,00;0,04;8277,92;999,80
2009;BRASIL;5;243836;0,00;0,06;8550,36;954,40
2009;BRASIL;6;243837;0,00;0,06;8365,66;975,93
2009;BRASIL;7;243837;0,00;0,10;8374,84;1005,98
2009;BRASIL;8;243837;0,00;0,05;8260,32;1002,53
2009;BRASIL;9;243837;0,00;0,05;8528,23;1078,83
2009;BRASIL;10;243836;124,42;0,09;10100,68;952,22
2009;BRASIL;11;243837;671,98;0,09;10464,83;1032,50
2009;BRASIL;12;243837;1135,43;0,07;9976,83;1316,41
2009;BRASIL;13;243837;1339,09;0,00;9043,15;4020,22
2009;BRASIL;14;243837;1348,42;0,00;8309,44;4354,86
2009;BRASIL;15;243836;1408,25;0,02;7777,66;2180,29
2009;BRASIL;16;243837;1621,99;0,13;8523,60;1101,19
2009;BRASIL;17;243837;1898,78;0,15;8898,92;1006,92
2009;BRASIL;18;243837;2173,01;0,16;8921,21;928,63
2009;BRASIL;19;243837;2408,42;0,14;8966,14;951,68
2009;BRASIL;20;243836;2629,45;0,08;9568,77;2171,71
2009;BRASIL;21;243837;2807,34;0,11;8784,55;1050,41
2009;BRASIL;22;243837;2948,15;0,08;7549,93;1500,47
2009;BRASIL;23;243837;3131,98;0,18;8670,02;949,81
2009;BRASIL;24;243837;3329,34;0,14;8403,52;798,93
2009;BRASIL;25;243836;3494,61;0,24;7093,54;720,25
2009;BRASIL;26;243837;3624,29;0,20;7747,61;616,63
2009;BRASIL;27;243837;3760,00;0,20;7672,46;736,57
2009;BRASIL;28;243837;3871,08;0,24;7578,38;681,20
2009;BRASIL;29;243837;3982,97;0,18;7856,63;731,70
2009;BRASIL;30;243836;4073,50;0,20;7928,48;720,60
2009;BRASIL;31;243837;4129,56;0,23;7474,27;585,39
2009;BRASIL;32;243837;4193,81;0,32;6873,42;371,09
2009;BRASIL;33;243837;4259,43;0,42;6572,72;592,65
2009;BRASIL;34;243837;4330,45;0,32;5972,98;450,79
2009;BRASIL;35;243836;4386,70;0,18;6855,63;812,77
2009;BRASIL;36;243837;4424,10;0,25;6177,83;421,22
2009;BRASIL;37;243837;4501,83;0,37;6154,38;374,92
2009;BRASIL;38;243837;4573,90;0,41;6083,45;385,64
2009;BRASIL;39;243837;4648,10;0,37;6448,52;425,41
2009;BRASIL;40;243836;4710,25;0,47;6343,39;386,94
2009;BRASIL;41;243837;4785,70;0,39;6405,91;331,39
2009;BRASIL;42;243837;4855,22;0,35;6631,18;516,58
2009;BRASIL;43;243837;4916,99;0,43;6511,58;333,32
2009;BRASIL;44;243837;4974,49;0,27;6675,31;352,33
2009;BRASIL;45;243836;5026,61;0,41;7100,14;427,72
2009;BRASIL;46;243837;5091,29;0,45;7188,19;418,36
2009;BRASIL;47;243837;5134,38;0,36;7705,55;530,62
2009;BRASIL;48;243837;5180,20;0,22;8194,63;457,90
2009;BRASIL;49;243837;5219,88;0,24;8675,43;397,18
2009;BRASIL;50;243836;5241,78;0,20;7579,12;353,50
2009;BRASIL;51;243837;5287,08;2,59;7079,69;515,99
2009;BRASIL;52;243837;5378,00;5,65;7606,11;603,27
2009;BRASIL;53;243837;5473,52;8,95;7828,54;568,47
2009;BRASIL;54;243837;5575,37;12,60;7587,17;587,14
2009;BRASIL;55;243836;5680,95;15,95;7674,05;501,26
2009;BRASIL;56;243837;5792,31;19,95;7805,05;555,63
2009;BRASIL;57;243837;5892,32;25,01;9362,16;1265,84
2009;BRASIL;58;243837;6011,88;28,36;8031,25;547,52
