CD_PROGRAMA,UF,CONCEITO
28005015007P9,BA,4
28005015076P0,BA,3
28006011005P2,BA,6
28006011170P3,BA,4
28006011171P0,BA,4
28006011012P9,BA,3
28006011172P6,BA,A
28006011008P1,BA,3
28006011015P8,BA,4
28006011010P6,BA,4
28006011013P5,BA,4
28006011004P6,BA,4
28006011002P3,BA,5
28006011009P8,BA,3
28006011003P0,BA,4
28006011007P5,BA,4
28006011011P2,BA,5
28006011001P7,BA,4
28006011014P1,BA,3
28007018076P3,BA,A
28007018016P0,BA,4
28007018019P0,BA,3
28007018075P7,BA,3
28007018009P4,BA,4
28007018077P0,BA,3
28007018008P8,BA,4
28007018015P4,BA,4
28007018001P3,BA,5
28007018006P5,BA,3
28007018012P5,BA,4
28007018007P1,BA,5
28007018017P7,BA,4
28007018005P9,BA,5
28007018003P6,BA,5
28007018004P2,BA,5
28007018011P9,BA,6
28007018018P3,BA,4
28007018010P2,BA,3
28008014002P6,BA,4
28008014004P9,BA,3
28008014005P5,BA,3
28010019065P9,BA,4
28010019066P5,BA,3
28013018004P9,BA,4
28013018062P9,BA,4
28013018001P0,BA,4
28013018005P5,BA,3
28022017003P8,BA,5
28022017013P3,BA,3
28022017015P6,BA,3
28022017009P6,BA,4
28022017004P4,BA,4
28022017007P3,BA,4
28022017014P0,BA,3
28022017016P2,BA,3
28022017008P0,BA,4
28022017001P5,BA,4
28022017011P0,BA,4
28022017005P0,BA,4
28022017010P4,BA,3
28022017012P7,BA,4
28023013001P1,BA,5
28023013065P0,BA,4
28023013002P8,BA,6
28023013066P6,BA,4
28025016002P0,BA,3
28025016001P4,BA,6
28048016002P3,BA,3
28048016001P7,BA,3
28049012003P6,BA,3
28049012001P3,BA,3
28049012005P9,BA,A
28049012002P0,BA,3
28049012004P2,BA,3
29002001001P9,BA,3
29002001002P5,BA,3
29007003002P7,BA,4
29007003007P9,BA,A
29007003006P2,BA,A
29007003003P3,BA,3
29007003004P0,BA,4
29007003005P6,BA,A
29010004001P8,BA,4
30001013046P5,ES,4
30001013047P1,ES,4
30001013020P6,ES,6
30001013049P4,ES,4
30001013042P0,ES,4
30001013030P1,ES,5
30001013054P8,ES,3
30001013103P9,ES,4
30001013016P9,ES,4
30001013108P0,ES,3
30001013005P7,ES,4
30001013018P1,ES,5
30001013019P8,ES,4
30001013044P2,ES,3
30001013036P0,ES,3
30001013006P3,ES,5
30001013034P7,ES,4
30001013012P3,ES,4
30001013057P7,ES,4
30001013027P0,ES,4
30001013017P5,ES,5
30001013023P5,ES,3
30001013014P6,ES,5
30001013035P3,ES,4
30001013004P0,ES,5
30001013011P7,ES,4
30001013033P0,ES,4
30001013037P6,ES,4
30001013021P2,ES,5
30001013106P8,ES,3
30001013024P1,ES,4
30001013053P1,ES,5
30001013008P6,ES,4
30001013002P8,ES,5
30001013007P0,ES,4
30001013001P1,ES,6
30001013041P3,ES,4
30001013003P4,ES,5
30001013107P4,ES,4
30001013028P7,ES,4
30001013032P4,ES,5
30001013031P8,ES,4
30001013048P8,ES,4
30001013109P7,ES,3
30001013025P8,ES,5
30001013104P5,ES,4
30001013015P2,ES,4
30001013010P0,ES,5
30001013056P0,ES,4
30001013029P3,ES,5
30001013045P9,ES,4
30001013055P4,ES,4
30001013013P0,ES,5
30001013022P9,ES,5
30001013105P1,ES,5
30004012002P7,ES,4
30004012073P1,ES,4
30004012071P9,ES,3
30004012075P4,ES,3
30004012070P2,ES,3
30004012072P5,ES,4
30004012001P0,ES,4
30004012074P8,ES,3
30007011003P2,ES,6
30007011001P0,ES,5
30010012001P7,ES,5
30011019006P5,ES,4
30011019003P6,ES,4
30011019103P0,ES,4
30011019005P9,ES,4
30011019002P0,ES,4
30013011001P6,ES,3
30014018001P2,ES,4
30015014002P5,ES,3
31001017162P8,RJ,3
31001017033P3,RJ,6
31001017155P1,RJ,5
31001017013P2,RJ,7
31001017165P7,RJ,4
31001017174P6,RJ,4
31001017084P7,RJ,6
31001017035P6,RJ,5
31001017014P9,RJ,5
31001017067P5,RJ,6
31001017036P2,RJ,7
31001017106P0,RJ,7
31001017102P5,RJ,6
31001017141P0,RJ,4
31001017152P2,RJ,4
31001017149P1,RJ,4
31001017004P3,RJ,7
31001017001P4,RJ,6
31001017103P1,RJ,7
31001017057P0,RJ,5
31001017154P5,RJ,3
31001017169P2,RJ,4
31001017087P6,RJ,7
31001017020P9,RJ,7
31001017177P5,RJ,4
31001017048P0,RJ,7
31001017031P0,RJ,6
31001017158P0,RJ,4
31001017041P6,RJ,5
31001017132P1,RJ,5
31001017157P4,RJ,4
31001017113P7,RJ,5
31001017023P8,RJ,7
31001017089P9,RJ,6
31001017069P8,RJ,4
31001017108P3,RJ,7
31001017151P6,RJ,3
31001017029P6,RJ,6
31001017147P9,RJ,6
31001017166P3,RJ,3
31001017143P3,RJ,4
31001017025P0,RJ,6
31001017037P9,RJ,6
31001017099P4,RJ,5
31001017022P1,RJ,5
31001017059P2,RJ,5
31001017038P5,RJ,6
31001017064P6,RJ,7
31001017006P6,RJ,6
31001017119P5,RJ,5
31001017060P0,RJ,6
31001017142P7,RJ,5
31001017044P5,RJ,5
31001017156P8,RJ,4
31001017153P9,RJ,4
31001017028P0,RJ,7
31001017027P3,RJ,6
31001017175P2,RJ,3
31001017096P5,RJ,7
31001017161P1,RJ,3
31001017136P7,RJ,4
31001017065P2,RJ,6
31001017072P9,RJ,4
31001017003P7,RJ,7
31001017167P0,RJ,4
31001017088P2,RJ,6
31001017145P6,RJ,4
31001017138P0,RJ,6
31001017062P3,RJ,7
31001017021P5,RJ,7
31001017130P9,RJ,6
31001017009P5,RJ,4
31001017011P0,RJ,4
31001017024P4,RJ,7
31001017125P5,RJ,5
31001017015P5,RJ,6
31001017172P3,RJ,4
31001017019P0,RJ,6
31001017170P0,RJ,4
31001017097P1,RJ,5
31001017100P2,RJ,6
31001017159P7,RJ,4
31001017070P6,RJ,7
31001017171P7,RJ,4
31001017127P8,RJ,4
31001017122P6,RJ,5
31001017160P5,RJ,3
31001017032P7,RJ,5
31001017008P9,RJ,6
31001017012P6,RJ,7
31001017118P9,RJ,4
31001017002P0,RJ,7
31001017139P6,RJ,4
31001017121P0,RJ,4
31001017071P2,RJ,6
31001017086P0,RJ,6
31001017017P8,RJ,7
31001017085P3,RJ,5
31001017005P0,RJ,5
31001017098P8,RJ,5
31001017148P5,RJ,4
31001017128P4,RJ,4
31001017112P0,RJ,6
31001017146P2,RJ,7
31001017101P9,RJ,4
31001017066P9,RJ,5
31001017173P0,RJ,3
31001017110P8,RJ,4
31001017111P4,RJ,5
31001017126P1,RJ,5
31001017137P3,RJ,4
31001017131P5,RJ,4
31001017144P0,RJ,3
31001017150P0,RJ,5
31001017049P7,RJ,5
31001017123P2,RJ,5
31001017163P4,RJ,3
31001017105P4,RJ,7
31001017134P4,RJ,3
31001017115P0,RJ,3
31001017176P9,RJ,3
31001017040P0,RJ,4
31001017030P4,RJ,7
31001017016P1,RJ,7
31001017056P3,RJ,5
31002013023P4,RJ,4
31002013157P0,RJ,4
31002013014P5,RJ,4
31002013032P3,RJ,4
31002013020P5,RJ,4
31002013010P0,RJ,4
31002013027P0,RJ,4
31002013011P6,RJ,5
31002013025P7,RJ,4
31002013024P0,RJ,3
31002013156P4,RJ,4
31002013019P7,RJ,5
31002013012P2,RJ,4
31002013015P1,RJ,4
31002013022P8,RJ,4
31002013158P7,RJ,3
31002013017P4,RJ,3
31002013031P7,RJ,4
31002013007P9,RJ,5
31002013006P2,RJ,4
31002013016P8,RJ,4
31002013003P3,RJ,6
31002013028P6,RJ,3
31002013159P3,RJ,3
31002013026P3,RJ,4
31002013002P7,RJ,7
31002013018P0,RJ,3
31002013001P0,RJ,4
31003010095P5,RJ,4
31003010087P2,RJ,4
31003010088P9,RJ,5
31003010019P7,RJ,4
31003010086P6,RJ,3
31003010040P6,RJ,7
31003010174P2,RJ,4
31003010046P4,RJ,6
31003010092P6,RJ,5
31003010042P9,RJ,4
31003010079P0,RJ,5
31003010001P0,RJ,5
31003010048P7,RJ,5
31003010074P8,RJ,7
31003010015P1,RJ,5
31003010053P0,RJ,5
31003010031P7,RJ,6
31003010043P5,RJ,4
31003010006P2,RJ,4
31003010069P4,RJ,3
31003010085P0,RJ,4
31003010038P1,RJ,4
31003010097P8,RJ,4
31003010058P2,RJ,4
31003010024P0,RJ,5
31003010049P3,RJ,5
31003010002P7,RJ,6
31003010091P0,RJ,3
31003010004P0,RJ,6
31003010025P7,RJ,4
31003010156P4,RJ,4
31003010096P1,RJ,5
31003010173P6,RJ,3
31003010078P3,RJ,4
31003010083P7,RJ,4
31003010003P3,RJ,6
31003010067P1,RJ,4
31003010068P8,RJ,3
31003010170P7,RJ,3
31003010076P0,RJ,4
31003010082P0,RJ,4
31003010081P4,RJ,4
31003010022P8,RJ,6
31003010098P4,RJ,3
31003010044P1,RJ,5
31003010063P6,RJ,4
31003010075P4,RJ,4
31003010032P3,RJ,4
31003010005P6,RJ,7
31003010071P9,RJ,4
31003010057P6,RJ,4
31003010084P3,RJ,4
31003010089P5,RJ,4
31003010029P2,RJ,4
31003010157P0,RJ,4
31003010055P3,RJ,5
31003010054P7,RJ,4
31003010064P2,RJ,5
31003010171P3,RJ,3
31003010036P9,RJ,5
31003010090P3,RJ,4
31003010080P8,RJ,4
31003010073P1,RJ,6
31003010094P9,RJ,4
31003010172P0,RJ,4
31003010158P7,RJ,4
31003010039P8,RJ,4
31003010017P4,RJ,4
31003010072P5,RJ,3
31003010061P3,RJ,4
31003010052P4,RJ,5
31003010093P2,RJ,3
31003010045P8,RJ,4
31003010062P0,RJ,4
31003010033P0,RJ,4
31003010027P0,RJ,6
31003010041P2,RJ,6
31003010021P1,RJ,5
31004016050P4,RJ,5
31004016162P7,RJ,4
31004016031P0,RJ,4
31004016006P5,RJ,7
31004016046P7,RJ,5
31004016057P9,RJ,4
31004016047P3,RJ,6
31004016054P0,RJ,4
31004016044P4,RJ,3
31004016160P4,RJ,4
31004016008P8,RJ,5
31004016161P0,RJ,3
31004016159P6,RJ,3
31004016036P1,RJ,5
31004016062P2,RJ,4
31004016039P0,RJ,5
31004016032P6,RJ,4
31004016027P2,RJ,4
31004016063P9,RJ,4
31004016066P8,RJ,4
31004016037P8,RJ,4
31004016035P5,RJ,5
31004016042P1,RJ,4
31004016052P7,RJ,4
31004016065P1,RJ,4
31004016156P7,RJ,5
31004016015P4,RJ,6
31004016004P2,RJ,7
31004016045P0,RJ,4
31004016034P9,RJ,4
31004016051P0,RJ,4
31004016041P5,RJ,4
31004016048P0,RJ,3
31004016020P8,RJ,4
31004016009P4,RJ,5
31004016024P3,RJ,5
31004016016P0,RJ,5
31004016058P5,RJ,4
31004016029P5,RJ,5
31004016061P6,RJ,6
31004016064P5,RJ,5
31004016043P8,RJ,4
31004016033P2,RJ,5
31004016021P4,RJ,6
31004016060P0,RJ,7
31004016059P1,RJ,3
31004016001P3,RJ,6
31004016023P7,RJ,4
31004016055P6,RJ,4
31004016038P4,RJ,5
31004016040P9,RJ,7
31004016028P9,RJ,6
31004016026P6,RJ,5
31004016053P3,RJ,4
31004016049P6,RJ,3
31004016017P7,RJ,4
31004016158P0,RJ,3
31004016022P0,RJ,5
31004016013P1,RJ,5
31004016018P3,RJ,4
31005012007P8,RJ,5
31005012009P0,RJ,6
31005012036P8,RJ,3
31005012037P4,RJ,6
31005012028P5,RJ,5
31005012027P9,RJ,6
31005012026P2,RJ,6
31005012012P1,RJ,7
31005012038P0,RJ,6
31005012008P4,RJ,7
31005012159P2,RJ,3
31005012003P2,RJ,7
31005012002P6,RJ,7
31005012006P1,RJ,5
31005012039P7,RJ,4
31005012157P0,RJ,4
31005012001P0,RJ,6
31005012024P0,RJ,6
31005012010P9,RJ,6
31005012030P0,RJ,5
31005012014P4,RJ,7
31005012020P4,RJ,6
31005012033P9,RJ,4
31005012019P6,RJ,6
31005012011P5,RJ,6
31005012032P2,RJ,4
31005012004P9,RJ,7
31005012005P5,RJ,5
31005012034P5,RJ,5
31005012021P0,RJ,6
31005012013P8,RJ,5
31005012029P1,RJ,5
31005012158P6,RJ,3
31007015012P4,RJ,A
31007015011P8,RJ,4
31007015006P4,RJ,7
31007015003P5,RJ,4
31007015004P1,RJ,4
31007015007P0,RJ,3
31007015009P3,RJ,3
31007015010P1,RJ,4
31008011002P5,RJ,4
31008011001P9,RJ,7
31009018003P8,RJ,5
31009018001P5,RJ,7
31010016023P3,RJ,4
31010016008P4,RJ,6
31010016148P0,RJ,4
31010016020P4,RJ,4
31010016025P6,PR,5
31010016031P6,MG,5
31010016004P9,RJ,7
31010016013P8,RJ,4
31010016150P5,RJ,4
31010016151P1,RJ,4
31010016030P0,RJ,5
31010016012P1,RJ,5
31010016014P4,RJ,4
31010016026P2,RJ,4
31010016015P0,RJ,5
31010016029P1,RJ,4
31010016152P8,RJ,4
31010016006P1,RJ,6
31010016027P9,RJ,4
31010016022P7,RJ,6
31010016009P0,RJ,7
31010016016P7,RJ,5
31010016021P0,RJ,5
31010016003P2,RJ,6
31010016024P0,RJ,5
31010016001P0,RJ,7
31010016028P5,RJ,5
31010016005P5,RJ,6
31010016002P6,RJ,6
31010016007P8,RJ,6
31010016019P6,RJ,6
31010016149P7,RJ,4
31011012009P7,RJ,5
31011012015P7,RJ,5
31011012012P8,RJ,5
31011012014P0,RJ,4
31011012010P5,RJ,5
31011012011P1,RJ,5
31011012013P4,RJ,4
31011012002P2,RJ,7
31011012004P5,RJ,7
31013015001P9,RJ,6
31013015002P5,RJ,5
31017010005P0,RJ,3
31018017008P5,RJ,4
31018017010P0,RJ,4
31018017011P6,RJ,5
31018017012P2,RJ,4
31018017007P9,RJ,5
31019013002P3,RJ,4
31019013001P7,RJ,4
31019013004P6,RJ,3
31019013003P0,RJ,3
31021018010P7,RJ,6
31021018156P1,RJ,4
31021018024P8,RJ,3
31021018157P8,RJ,4
31021018020P2,RJ,4
31021018009P9,RJ,4
31021018001P8,RJ,4
31021018019P4,RJ,4
31021018012P0,RJ,3
31021018006P0,RJ,4
31021018018P8,RJ,4
31021018013P6,RJ,4
31021018014P2,RJ,5
31021018008P2,RJ,4
31021018015P9,RJ,4
31021018003P0,RJ,6
31021018016P5,RJ,4
31021018007P6,RJ,5
31021018022P5,RJ,3
31021018017P1,RJ,4
31021018002P4,RJ,4
31021018004P7,RJ,5
31021018158P4,RJ,3
31021018021P9,RJ,3
31022014003P7,RJ,4
31022014005P0,RJ,6
31022014008P9,RJ,4
31022014007P2,RJ,4
31022014006P6,RJ,4
31022014010P3,RJ,3
31022014001P4,RJ,4
31022014004P3,RJ,3
31022014009P5,RJ,3
31025013002P0,RJ,3
31025013003P6,RJ,4
31025013004P2,RJ,5
31027016005P1,RJ,3
31027016004P5,RJ,4
31027016003P9,RJ,3
31030017001P3,RJ,4
31030017004P2,RJ,3
31030017006P5,RJ,4
31030017003P6,RJ,4
31030017007P1,RJ,4
31032010003P2,RJ,3
31032010007P8,RJ,5
31032010011P5,RJ,5
31032010006P1,RJ,3
31032010002P6,RJ,2
31032010010P9,RJ,4
31033016012P4,RJ,4
31033016017P6,RJ,5
31033016001P2,RJ,5
31033016005P8,RJ,4
31033016008P7,RJ,4
31033016002P9,RJ,4
31033016013P0,RJ,5
31033016010P1,RJ,5
31033016011P8,RJ,5
31033016009P3,RJ,4
31033016018P2,RJ,5
31033016014P7,RJ,6
31033016015P3,RJ,6
31034012002P5,RJ,4
31034012001P9,RJ,4
31035019005P0,RJ,4
31035019003P8,RJ,4
31035019002P1,RJ,5
31035019001P5,RJ,4
31035019006P7,RJ,4
31035019004P4,RJ,4
31036015001P1,RJ,7
31040012005P0,RJ,4
31040012001P5,RJ,3
31040012003P8,RJ,4
31040012004P4,RJ,3
31040012002P1,RJ,4
31045014001P7,RJ,5
31047017001P0,RJ,3
31048013001P6,RJ,A
31049010001P6,RJ,4
31050018002P3,RJ,5
31050018001P7,RJ,5
31055010001P2,RJ,4
31056016001P5,RJ,4
31057012002P8,RJ,5
31057012001P1,RJ,5
31058019002P4,RJ,3
31061010001P9,RJ,6
31061010002P5,RJ,A
31063012002P4,RJ,4
31063012001P8,RJ,5
31066011001P7,RJ,4
31067018002P0,RJ,4
31067018001P3,RJ,5
31068014001P0,RJ,5
31069010002P2,RJ,4
31069010003P9,RJ,4
31069010001P6,RJ,3
31070019001P0,RJ,5
31073018001P0,RJ,3
31073018002P6,RJ,4
31075010001P2,RJ,5
31076017001P9,RJ,4
31088015001P3,RJ,3
31088015002P0,RJ,3
31092012001P7,RJ,4
31096018001P2,RJ,5
31096018002P9,RJ,A
31098010001P5,RJ,5
31099017001P1,RJ,5
31105009001P1,MG,4
31115004001P3,MG,3
31129005001P0,MG,A
31142001001P0,MG,3
31152007001P1,MG,A
31163009001P0,MG,A
32001010072P1,MG,5
32001010077P3,MG,5
32001010069P0,MG,5
32001010013P5,MG,7
32001010053P7,MG,5
32001010086P2,MG,3
32001010057P2,MG,7
32001010011P2,MG,7
32001010007P5,MG,7
32001010029P9,MG,5
32001010041P9,MG,5
32001010002P3,MG,7
32001010016P4,MG,5
32001010006P9,MG,7
32001010033P6,MG,6
32001010043P1,MG,7
32001010023P0,MG,6
32001010019P3,MG,6
32001010176P1,MG,3
32001010052P0,MG,6
32001010012P9,MG,7
32001010044P8,MG,4
32001010179P0,MG,3
32001010171P0,MG,5
32001010025P3,MG,7
32001010038P8,MG,5
32001010172P6,MG,5
32001010022P4,MG,3
32001010014P1,MG,7
32001010073P8,MG,4
32001010055P0,MG,6
32001010051P4,MG,6
32001010015P8,MG,6
32001010037P1,MG,6
32001010091P6,MG,4
32001010027P6,MG,7
32001010001P7,MG,7
32001010175P5,MG,5
32001010028P2,MG,5
32001010039P4,MG,5
32001010036P5,MG,6
32001010005P2,MG,7
32001010068P4,MG,7
32001010040P2,MG,6
32001010096P8,MG,5
32001010031P3,MG,4
32001010056P6,MG,6
32001010061P0,MG,6
32001010034P2,MG,7
32001010058P9,MG,5
32001010074P4,MG,4
32001010004P6,MG,7
32001010071P5,MG,4
32001010177P8,MG,3
32001010010P6,MG,7
32001010075P0,MG,4
32001010098P0,MG,4
32001010017P0,MG,6
32001010045P4,MG,7
32001010054P3,MG,6
32001010088P5,MG,6
32001010099P7,MG,4
32001010050P8,MG,5
32001010095P1,MG,3
32001010097P4,MG,4
32001010062P6,MG,6
32001010078P0,MG,5
32001010100P5,MG,4
32001010049P0,MG,7
32001010174P9,MG,3
32001010042P5,MG,7
32001010085P6,MG,5
32001010018P7,MG,5
32001010079P6,MG,5
32001010094P5,MG,4
32001010173P2,MG,5
32001010003P0,MG,7
32001010008P1,MG,7
32001010009P8,MG,7
32001010093P9,MG,4
32001010026P0,MG,4
32001010065P5,MG,5
32001010178P4,MG,3
32001010046P0,MG,6
32001010035P9,MG,4
32001010089P1,MG,4
32001010090P0,MG,5
32002017049P6,MG,3
32002017004P2,MG,7
32002017050P4,MG,4
32002017002P0,MG,7
32002017022P0,MG,7
32002017009P4,MG,5
32002017037P8,MG,4
32002017012P5,MG,6
32002017003P6,MG,7
32002017033P2,MG,5
32002017017P7,MG,5
32002017008P8,MG,5
32002017030P3,MG,4
32002017013P1,MG,6
32002017006P5,MG,6
32002017048P0,MG,3
32002017035P5,MG,3
32002017015P4,MG,5
32002017027P2,MG,4
32002017040P9,MG,5
32002017001P3,MG,6
32002017032P6,MG,3
32002017041P5,MG,4
32002017024P3,MG,7
32002017016P0,MG,7
32002017028P9,MG,5
32002017036P1,MG,4
32002017025P0,MG,5
32002017021P4,MG,5
32002017005P9,MG,7
32002017052P7,MG,3
32002017019P0,MG,5
32002017039P0,MG,4
32002017051P0,MG,3
32002017014P8,MG,5
32002017023P7,MG,5
32002017047P3,MG,4
32002017031P0,MG,4
32002017034P9,MG,5
32002017042P1,MG,5
32002017038P4,MG,4
32002017029P5,MG,5
32002017011P9,MG,7
32002017007P1,MG,6
32002017044P4,MG,4
32003013012P1,MG,4
32003013008P4,MG,3
32003013009P0,MG,3
32003013040P5,MG,1
32003013007P8,MG,4
32003013041P1,MG,4
32003013011P5,MG,4
32003013042P8,MG,4
32003013013P8,MG,4
32003013002P6,MG,4
32003013014P4,MG,3
32003013004P9,MG,4
32003013001P0,MG,5
32003013003P2,MG,5
32004010043P4,MG,3
32004010012P1,MG,5
32004010017P3,MG,6
32004010048P6,MG,3
32004010044P0,MG,3
32004010027P9,MG,4
32004010018P0,MG,5
32004010023P3,MG,4
32004010008P4,MG,5
32004010009P0,MG,5
32004010005P5,MG,6
32004010030P0,MG,4
32004010047P0,MG,3
32004010029P1,MG,4
32004010003P2,MG,5
32004010024P0,MG,3
32004010004P9,MG,6
32004010010P9,MG,5
32004010020P4,MG,4
32004010022P7,MG,5
32004010049P2,MG,3
32004010031P6,MG,6
32004010006P1,MG,7
32004010002P6,MG,7
32004010013P8,MG,5
32004010007P8,MG,6
32004010014P4,MG,6
32004010011P5,MG,5
32004010015P0,MG,5
32004010045P7,MG,3
32004010026P2,MG,4
32004010040P5,MG,3
32004010028P5,MG,3
32004010046P3,MG,3
32004010001P0,MG,6
32004010025P6,MG,5
32004010042P8,MG,3
32004010041P1,MG,3
32004010016P7,MG,5
32005016014P7,MG,6
32005016012P4,MG,5
32005016034P8,MG,4
32005016025P9,MG,5
32005016107P5,MG,3
32005016035P4,MG,5
32005016007P0,MG,4
32005016015P3,MG,4
32005016021P3,MG,4
32005016018P2,MG,4
32005016032P5,MG,4
32005016027P1,MG,4
32005016020P7,MG,5
32005016029P4,MG,4
32005016004P1,MG,5
32005016106P9,MG,4
32005016011P8,MG,4
32005016013P0,MG,5
32005016070P4,MG,3
32005016009P3,MG,5
32005016010P1,MG,6
32005016016P0,MG,5
32005016036P0,MG,4
32005016033P1,MG,4
32005016022P0,MG,6
32005016071P0,MG,3
32005016019P9,MG,5
32005016031P9,MG,3
32005016038P3,MG,4
32005016017P6,MG,5
32005016030P2,MG,4
32005016005P8,MG,5
32005016008P7,MG,5
32005016028P8,MG,4
32006012023P2,MG,4
32006012018P9,MG,5
32006012002P5,MG,7
32005016039P0,MG,4
32006012071P7,MG,3
32006012014P3,MG,5
32006012031P5,MG,4
32006012029P0,MG,4
32006012016P6,MG,6
32006012070P0,MG,4
32006012024P9,MG,5
32006012015P0,MG,5
32006012021P0,MG,4
32006012034P4,MG,4
32006012171P1,MG,4
32006012073P0,MG,3
32006012006P0,MG,5
32006012004P8,MG,7
32006012076P9,MG,4
32006012027P8,MG,4
32006012028P4,MG,3
32010010010P5,MG,4
32006012005P4,MG,7
32006012001P9,MG,5
32006012035P0,MG,4
32006012032P1,MG,4
32006012009P0,MG,5
32006012012P0,MG,4
32006012020P3,MG,5
32006012022P6,MG,5
32006012072P3,MG,4
32006012013P7,MG,5
32006012172P8,MG,3
32006012008P3,MG,6
32006012075P2,MG,3
32006012007P7,MG,6
32006012010P8,MG,5
32006012033P8,MG,4
32006012017P2,MG,5
32006012019P5,MG,4
32006012037P3,MG,3
32006012030P9,MG,4
32006012036P7,MG,4
32006012003P1,MG,5
41002016026P1,MG,4
32006012173P4,MG,3
32006012011P4,MG,6
32007019051P2,MG,3
32007019011P0,MG,6
32007019053P5,MG,3
32007019014P0,MG,5
32007019010P4,MG,3
32007019012P7,MG,4
32007019023P9,MG,5
32007019013P3,MG,4
32007019029P7,MG,3
32007019049P8,MG,4
32007019016P2,MG,4
32007019006P7,MG,5
32007019015P6,MG,5
32007019017P9,MG,3
32007019020P0,MG,5
32007019021P6,MG,4
32007019008P0,MG,4
32007019004P4,MG,6
32007019022P2,MG,4
32007019007P3,MG,4
32007019054P1,MG,3
32007019009P6,MG,3
32007019024P5,MG,5
32007019026P8,MG,4
32007019052P9,MG,4
32007019055P8,MG,A
32007019025P1,MG,4
32007019018P5,MG,4
32007019028P0,MG,4
32007019005P0,MG,5
32007019050P6,MG,3
32008015011P7,MG,4
32008015016P9,MG,4
32008015005P7,MG,6
32008015007P0,MG,5
32008015019P8,MG,4
32008015014P6,MG,5
32008015008P6,MG,4
32008015006P3,MG,4
32008015012P3,MG,5
32008015013P0,MG,4
32008015004P0,MG,4
32008015017P5,MG,5
32008015015P2,MG,5
32008015009P2,MG,4
32008015002P8,MG,3
32008015003P4,MG,5
32008015001P1,MG,6
32009011003P0,MG,3
32010010040P1,MG,3
32010010005P1,MG,4
32010010046P0,MG,3
32010010012P8,MG,3
32010010045P3,MG,3
32010010044P7,MG,3
32010010043P0,MG,4
32010010041P8,MG,4
32010010004P5,MG,4
32010010008P0,MG,4
32010010042P4,MG,3
32010010002P2,MG,5
32010010048P2,MG,4
32010010003P9,MG,4
32010010047P6,MG,3
32010010009P7,MG,3
32010010006P8,MG,4
32010010013P4,MG,3
32010010007P4,MG,3
32010010011P1,MG,4
32011016006P0,MG,4
32011016011P4,MG,4
32011016003P1,MG,4
32011016015P0,MG,4
32011016007P7,MG,3
32011016009P0,MG,4
32011016040P4,MG,4
32011016014P3,MG,4
32011016046P2,MG,3
32011016005P4,MG,4
32011016004P8,MG,4
32011016043P3,MG,3
32011016012P0,MG,3
32011016044P0,MG,3
32011016041P0,MG,3
32011016042P7,MG,3
32003013005P5,MG,4
32011016010P8,MG,4
32011016045P6,MG,3
32011016013P7,MG,3
32012012008P0,MG,4
32012012170P1,MG,3
32012012004P4,MG,5
32012012009P6,MG,3
32012012070P7,MG,4
32012012171P8,MG,4
32012012005P0,MG,3
32012012006P7,MG,4
32012012001P5,MG,3
32012012007P3,MG,4
32012012172P4,MG,A
32012012003P8,MG,4
32014015101P2,MG,3
32014015004P7,MG,6
32014015103P5,MG,3
32014015009P9,MG,5
32014015011P3,MG,4
32014015007P6,MG,3
32014015006P0,MG,4
32014015010P7,MG,3
32014015005P3,MG,3
32014015002P4,MG,5
32014015001P8,MG,4
32014015102P9,MG,3
32014015008P2,MG,4
32014015003P0,MG,5
32016018001P0,MG,3
32016018003P3,MG,4
32016018004P0,MG,4
32016018005P6,MG,4
32016018002P7,MG,4
32017014001P7,MG,4
32018010003P6,MG,4
32018010040P9,MG,3
32018010047P3,MG,3
32018010004P2,MG,4
32018010043P8,MG,3
32018010006P5,MG,4
32018010009P4,MG,6
32018010016P0,MG,4
32018010001P3,MG,5
32018010015P4,MG,3
32018010044P4,MG,4
32018010007P1,MG,4
32018010005P9,MG,4
32018010042P1,MG,4
32018010013P1,MG,4
32018010011P9,MG,5
32018010012P5,MG,4
32018010002P0,MG,4
32018010045P0,MG,3
32018010008P8,MG,5
32018010041P5,MG,3
32018010014P8,MG,4
32018010046P7,MG,3
32020015011P0,MG,3
32020015003P7,MG,4
32020015008P9,MG,4
32020015006P6,MG,5
32020015009P5,MG,3
32020015002P0,MG,4
32020015004P3,MG,5
32020015010P3,MG,3
32020015007P2,MG,3
32021011004P0,MG,3
32021011005P6,MG,3
32025017001P6,MG,4
32025017002P2,MG,5
32025017007P4,MG,A
32025017005P1,MG,3
32025017004P5,MG,3
32025017003P9,MG,4
32025017006P8,MG,3
32029012003P4,MG,4
32029012001P1,MG,6
32034016001P1,MG,4
32036019003P7,MG,4
32036019005P0,MG,4
32036019002P0,MG,4
32036019001P4,MG,4
32036019004P3,MG,3
32040016001P8,MG,3
32043015001P7,MG,3
32044011001P3,MG,4
32044011002P0,MG,3
32045018002P6,MG,A
32045018001P0,MG,3
32048017002P5,MG,4
32048017001P9,MG,4
32048017003P1,MG,4
32049013001P5,MG,3
32053010001P9,MG,4
32053010003P1,MG,4
32053010005P4,MG,3
32053010002P5,MG,4
32057016001P4,MG,4
32058020001P6,MG,4
32065019001P3,MG,4
32067011001P6,MG,6
32069014001P9,MG,5
32073011001P2,MG,4
32073011003P5,MG,5
32076010001P1,MG,3
32079010001P4,MG,4
32082010001P8,MG,4
